00000 | X=FFFF Y=FFFF Z=FFFF | jmp      00062
000E6 | X=0062 Y=0060 Z=FEC8 | brne     $00DA
000DA | X=0062 Y=0060 Z=FEC8 | st       Z, r1
000DC | X=0062 Y=0060 Z=FEC8 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FEC8 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FECA | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FECA | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FECA | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FECA | brne     $00DA
000DA | X=0062 Y=0060 Z=FECA | st       Z, r1
000DC | X=0062 Y=0060 Z=FECA | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FECA | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FECC | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FECC | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FECC | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FECC | brne     $00DA
000DA | X=0062 Y=0060 Z=FECC | st       Z, r1
000DC | X=0062 Y=0060 Z=FECC | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FECC | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FECE | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FECE | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FECE | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FECE | brne     $00DA
000DA | X=0062 Y=0060 Z=FECE | st       Z, r1
000DC | X=0062 Y=0060 Z=FECE | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FECE | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FED0 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FED0 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FED0 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FED0 | brne     $00DA
000DA | X=0062 Y=0060 Z=FED0 | st       Z, r1
000DC | X=0062 Y=0060 Z=FED0 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FED0 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FED2 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FED2 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FED2 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FED2 | brne     $00DA
000DA | X=0062 Y=0060 Z=FED2 | st       Z, r1
000DC | X=0062 Y=0060 Z=FED2 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FED2 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FED4 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FED4 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FED4 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FED4 | brne     $00DA
000DA | X=0062 Y=0060 Z=FED4 | st       Z, r1
000DC | X=0062 Y=0060 Z=FED4 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FED4 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FED6 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FED6 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FED6 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FED6 | brne     $00DA
000DA | X=0062 Y=0060 Z=FED6 | st       Z, r1
000DC | X=0062 Y=0060 Z=FED6 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FED6 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FED8 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FED8 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FED8 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FED8 | brne     $00DA
000DA | X=0062 Y=0060 Z=FED8 | st       Z, r1
000DC | X=0062 Y=0060 Z=FED8 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FED8 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FEDA | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FEDA | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FEDA | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FEDA | brne     $00DA
000DA | X=0062 Y=0060 Z=FEDA | st       Z, r1
000DC | X=0062 Y=0060 Z=FEDA | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FEDA | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FEDC | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FEDC | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FEDC | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FEDC | brne     $00DA
000DA | X=0062 Y=0060 Z=FEDC | st       Z, r1
000DC | X=0062 Y=0060 Z=FEDC | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FEDC | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FEDE | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FEDE | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FEDE | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FEDE | brne     $00DA
000DA | X=0062 Y=0060 Z=FEDE | st       Z, r1
000DC | X=0062 Y=0060 Z=FEDE | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FEDE | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FEE0 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FEE0 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FEE0 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FEE0 | brne     $00DA
000DA | X=0062 Y=0060 Z=FEE0 | st       Z, r1
000DC | X=0062 Y=0060 Z=FEE0 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FEE0 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FEE2 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FEE2 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FEE2 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FEE2 | brne     $00DA
000DA | X=0062 Y=0060 Z=FEE2 | st       Z, r1
000DC | X=0062 Y=0060 Z=FEE2 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FEE2 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FEE4 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FEE4 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FEE4 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FEE4 | brne     $00DA
000DA | X=0062 Y=0060 Z=FEE4 | st       Z, r1
000DC | X=0062 Y=0060 Z=FEE4 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FEE4 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FEE6 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FEE6 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FEE6 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FEE6 | brne     $00DA
000DA | X=0062 Y=0060 Z=FEE6 | st       Z, r1
000DC | X=0062 Y=0060 Z=FEE6 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FEE6 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FEE8 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FEE8 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FEE8 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FEE8 | brne     $00DA
000DA | X=0062 Y=0060 Z=FEE8 | st       Z, r1
000DC | X=0062 Y=0060 Z=FEE8 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FEE8 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FEEA | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FEEA | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FEEA | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FEEA | brne     $00DA
000DA | X=0062 Y=0060 Z=FEEA | st       Z, r1
000DC | X=0062 Y=0060 Z=FEEA | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FEEA | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FEEC | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FEEC | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FEEC | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FEEC | brne     $00DA
000DA | X=0062 Y=0060 Z=FEEC | st       Z, r1
000DC | X=0062 Y=0060 Z=FEEC | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FEEC | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FEEE | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FEEE | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FEEE | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FEEE | brne     $00DA
000DA | X=0062 Y=0060 Z=FEEE | st       Z, r1
000DC | X=0062 Y=0060 Z=FEEE | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FEEE | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FEF0 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FEF0 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FEF0 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FEF0 | brne     $00DA
000DA | X=0062 Y=0060 Z=FEF0 | st       Z, r1
000DC | X=0062 Y=0060 Z=FEF0 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FEF0 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FEF2 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FEF2 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FEF2 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FEF2 | brne     $00DA
000DA | X=0062 Y=0060 Z=FEF2 | st       Z, r1
000DC | X=0062 Y=0060 Z=FEF2 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FEF2 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FEF4 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FEF4 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FEF4 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FEF4 | brne     $00DA
000DA | X=0062 Y=0060 Z=FEF4 | st       Z, r1
000DC | X=0062 Y=0060 Z=FEF4 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FEF4 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FEF6 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FEF6 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FEF6 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FEF6 | brne     $00DA
000DA | X=0062 Y=0060 Z=FEF6 | st       Z, r1
000DC | X=0062 Y=0060 Z=FEF6 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FEF6 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FEF8 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FEF8 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FEF8 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FEF8 | brne     $00DA
000DA | X=0062 Y=0060 Z=FEF8 | st       Z, r1
000DC | X=0062 Y=0060 Z=FEF8 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FEF8 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FEFA | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FEFA | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FEFA | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FEFA | brne     $00DA
000DA | X=0062 Y=0060 Z=FEFA | st       Z, r1
000DC | X=0062 Y=0060 Z=FEFA | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FEFA | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FEFC | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FEFC | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FEFC | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FEFC | brne     $00DA
000DA | X=0062 Y=0060 Z=FEFC | st       Z, r1
000DC | X=0062 Y=0060 Z=FEFC | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FEFC | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FEFE | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FEFE | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FEFE | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FEFE | brne     $00DA
000DA | X=0062 Y=0060 Z=FEFE | st       Z, r1
000DC | X=0062 Y=0060 Z=FEFE | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FEFE | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FF00 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FF00 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FF00 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FF00 | brne     $00DA
000DA | X=0062 Y=0060 Z=FF00 | st       Z, r1
000DC | X=0062 Y=0060 Z=FF00 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FF00 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FF02 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FF02 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FF02 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FF02 | brne     $00DA
000DA | X=0062 Y=0060 Z=FF02 | st       Z, r1
000DC | X=0062 Y=0060 Z=FF02 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FF02 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FF04 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FF04 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FF04 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FF04 | brne     $00DA
000DA | X=0062 Y=0060 Z=FF04 | st       Z, r1
000DC | X=0062 Y=0060 Z=FF04 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FF04 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FF06 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FF06 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FF06 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FF06 | brne     $00DA
000DA | X=0062 Y=0060 Z=FF06 | st       Z, r1
000DC | X=0062 Y=0060 Z=FF06 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FF06 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FF08 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FF08 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FF08 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FF08 | brne     $00DA
000DA | X=0062 Y=0060 Z=FF08 | st       Z, r1
000DC | X=0062 Y=0060 Z=FF08 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FF08 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FF0A | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FF0A | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FF0A | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FF0A | brne     $00DA
000DA | X=0062 Y=0060 Z=FF0A | st       Z, r1
000DC | X=0062 Y=0060 Z=FF0A | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FF0A | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FF0C | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FF0C | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FF0C | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FF0C | brne     $00DA
000DA | X=0062 Y=0060 Z=FF0C | st       Z, r1
000DC | X=0062 Y=0060 Z=FF0C | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FF0C | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FF0E | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FF0E | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FF0E | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FF0E | brne     $00DA
000DA | X=0062 Y=0060 Z=FF0E | st       Z, r1
000DC | X=0062 Y=0060 Z=FF0E | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FF0E | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FF10 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FF10 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FF10 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FF10 | brne     $00DA
000DA | X=0062 Y=0060 Z=FF10 | st       Z, r1
000DC | X=0062 Y=0060 Z=FF10 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FF10 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FF12 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FF12 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FF12 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FF12 | brne     $00DA
000DA | X=0062 Y=0060 Z=FF12 | st       Z, r1
000DC | X=0062 Y=0060 Z=FF12 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FF12 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FF14 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FF14 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FF14 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FF14 | brne     $00DA
000DA | X=0062 Y=0060 Z=FF14 | st       Z, r1
000DC | X=0062 Y=0060 Z=FF14 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FF14 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FF16 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FF16 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FF16 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FF16 | brne     $00DA
000DA | X=0062 Y=0060 Z=FF16 | st       Z, r1
000DC | X=0062 Y=0060 Z=FF16 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FF16 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FF18 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FF18 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FF18 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FF18 | brne     $00DA
000DA | X=0062 Y=0060 Z=FF18 | st       Z, r1
000DC | X=0062 Y=0060 Z=FF18 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FF18 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FF1A | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FF1A | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FF1A | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FF1A | brne     $00DA
000DA | X=0062 Y=0060 Z=FF1A | st       Z, r1
000DC | X=0062 Y=0060 Z=FF1A | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FF1A | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FF1C | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FF1C | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FF1C | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FF1C | brne     $00DA
000DA | X=0062 Y=0060 Z=FF1C | st       Z, r1
000DC | X=0062 Y=0060 Z=FF1C | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FF1C | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FF1E | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FF1E | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FF1E | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FF1E | brne     $00DA
000DA | X=0062 Y=0060 Z=FF1E | st       Z, r1
000DC | X=0062 Y=0060 Z=FF1E | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FF1E | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FF20 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FF20 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FF20 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FF20 | brne     $00DA
000DA | X=0062 Y=0060 Z=FF20 | st       Z, r1
000DC | X=0062 Y=0060 Z=FF20 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FF20 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FF22 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FF22 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FF22 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FF22 | brne     $00DA
000DA | X=0062 Y=0060 Z=FF22 | st       Z, r1
000DC | X=0062 Y=0060 Z=FF22 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FF22 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FF24 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FF24 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FF24 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FF24 | brne     $00DA
000DA | X=0062 Y=0060 Z=FF24 | st       Z, r1
000DC | X=0062 Y=0060 Z=FF24 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FF24 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FF26 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FF26 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FF26 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FF26 | brne     $00DA
000DA | X=0062 Y=0060 Z=FF26 | st       Z, r1
000DC | X=0062 Y=0060 Z=FF26 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FF26 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FF28 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FF28 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FF28 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FF28 | brne     $00DA
000DA | X=0062 Y=0060 Z=FF28 | st       Z, r1
000DC | X=0062 Y=0060 Z=FF28 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FF28 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FF2A | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FF2A | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FF2A | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FF2A | brne     $00DA
000DA | X=0062 Y=0060 Z=FF2A | st       Z, r1
000DC | X=0062 Y=0060 Z=FF2A | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FF2A | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FF2C | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FF2C | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FF2C | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FF2C | brne     $00DA
000DA | X=0062 Y=0060 Z=FF2C | st       Z, r1
000DC | X=0062 Y=0060 Z=FF2C | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FF2C | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FF2E | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FF2E | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FF2E | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FF2E | brne     $00DA
000DA | X=0062 Y=0060 Z=FF2E | st       Z, r1
000DC | X=0062 Y=0060 Z=FF2E | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FF2E | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FF30 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FF30 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FF30 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FF30 | brne     $00DA
000DA | X=0062 Y=0060 Z=FF30 | st       Z, r1
000DC | X=0062 Y=0060 Z=FF30 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FF30 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FF32 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FF32 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FF32 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FF32 | brne     $00DA
000DA | X=0062 Y=0060 Z=FF32 | st       Z, r1
000DC | X=0062 Y=0060 Z=FF32 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FF32 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FF34 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FF34 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FF34 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FF34 | brne     $00DA
000DA | X=0062 Y=0060 Z=FF34 | st       Z, r1
000DC | X=0062 Y=0060 Z=FF34 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FF34 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FF36 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FF36 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FF36 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FF36 | brne     $00DA
000DA | X=0062 Y=0060 Z=FF36 | st       Z, r1
000DC | X=0062 Y=0060 Z=FF36 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FF36 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FF38 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FF38 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FF38 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FF38 | brne     $00DA
000DA | X=0062 Y=0060 Z=FF38 | st       Z, r1
000DC | X=0062 Y=0060 Z=FF38 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FF38 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FF3A | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FF3A | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FF3A | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FF3A | brne     $00DA
000DA | X=0062 Y=0060 Z=FF3A | st       Z, r1
000DC | X=0062 Y=0060 Z=FF3A | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FF3A | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FF3C | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FF3C | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FF3C | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FF3C | brne     $00DA
000DA | X=0062 Y=0060 Z=FF3C | st       Z, r1
000DC | X=0062 Y=0060 Z=FF3C | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FF3C | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FF3E | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FF3E | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FF3E | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FF3E | brne     $00DA
000DA | X=0062 Y=0060 Z=FF3E | st       Z, r1
000DC | X=0062 Y=0060 Z=FF3E | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FF3E | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FF40 | ldi      r25, $FF
